before_char_normalization	en-dash	em-dash	plus-minus	strip_whitespace	remove_multi_whitespace	convert_to_ascii	lowercase	after_char_normalization	index
NULL	N	N	N	N	N	N	Y	null	465
7 to 8 weeks	N	N	N	N	N	N	N	7 to 8 weeks	466
Newborn	N	N	N	N	N	N	Y	newborn	467
2-80 years	N	N	N	N	N	N	N	2-80 years	468
2 years	N	N	N	N	N	N	N	2 years	469
43-46	N	N	N	N	N	N	N	43-46	470
8-10 wk	N	N	N	N	N	N	N	8-10 wk	471
4-5 weeks	N	N	N	N	N	N	N	4-5 weeks	472
1-4 months	N	N	N	N	N	N	N	1-4 months	473
8-12 wk	N	N	N	N	N	N	N	8-12 wk	474
NULL	N	N	N	N	N	N	Y	null	475
18-55 years	N	N	N	N	N	N	N	18-55 years	476
25-53 years	N	N	N	N	N	N	N	25-53 years	477
2-3 months	N	N	N	N	N	N	N	2-3 months	478
NULL	N	N	N	N	N	N	Y	null	479
5-8 weeks	N	N	N	N	N	N	N	5-8 weeks	480
7-10 weeks	N	N	N	N	N	N	N	7-10 weeks	481
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	482
12-16 weeks old	N	N	N	N	N	N	N	12-16 weeks old	483
19-38 years old	N	N	N	N	N	N	N	19-38 years old	484
5-6 weeks	N	N	N	N	N	N	N	5-6 weeks	485
40-62 years	N	N	N	N	N	N	N	40-62 years	486
2-12 months	N	N	N	N	N	N	N	2-12 months	487
11-32 years	N	N	N	N	N	N	N	11-32 years	488
27-60	N	N	N	N	N	N	N	27-60	489
8-14 weeks	N	N	N	N	N	N	N	8-14 weeks	490
8-24 weeks old	N	N	N	N	N	N	N	8-24 weeks old	491
NULL	N	N	N	N	N	N	Y	null	492
35-50 years	N	N	N	N	N	N	N	35-50 years	493
22-62 years	N	N	N	N	N	N	N	22-62 years	494
8-10 weeks-old	N	N	N	N	N	N	N	8-10 weeks-old	495
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	496
26-66 years	N	N	N	N	N	N	N	26-66 years	497
NULL	N	N	N	N	N	N	Y	null	498
53-64 years	N	N	N	N	N	N	N	53-64 years	499
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	500
6-8 wks	N	N	N	N	N	N	N	6-8 wks	501
6-8 weeks old	N	N	N	N	N	N	N	6-8 weeks old	502
22-88 years	N	N	N	N	N	N	N	22-88 years	503
37-41 years	N	N	N	N	N	N	N	37-41 years	504
Children (mean age 7.2 years)	N	N	N	N	N	N	Y	children (mean age 7.2 years)	505
30-86	N	N	N	N	N	N	N	30-86	506
30 years	N	N	N	N	N	N	N	30 years	507
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	508
40-65 years	N	N	N	N	N	N	N	40-65 years	509
NULL	N	N	N	N	N	N	Y	null	510
NULL	N	N	N	N	N	N	Y	null	511
14 years-old	N	N	N	N	N	N	N	14 years-old	512
18 to 50 years	N	N	N	N	N	N	N	18 to 50 years	513
3-4 months	N	N	N	N	N	N	N	3-4 months	514
3-4 months	N	N	N	N	N	N	N	3-4 months	515
6-10 weeks-old	N	N	N	N	N	N	N	6-10 weeks-old	516
5 to 19 weeks	N	N	N	N	N	N	N	5 to 19 weeks	517
38 years-old	N	N	N	N	N	N	N	38 years-old	518
4-16 weeks	N	N	N	N	N	N	N	4-16 weeks	519
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	520
NULL	N	N	N	N	N	N	Y	null	521
17 years	N	N	N	N	N	N	N	17 years	522
18-76 years	N	N	N	N	N	N	N	18-76 years	523
5- to 8- weeks -old	N	N	N	N	N	N	N	5- to 8- weeks -old	524
average age 35.1	N	N	N	N	N	N	N	average age 35.1	525
NULL	N	N	N	N	N	N	Y	null	526
29-51 years	N	N	N	N	N	N	N	29-51 years	527
18-56 years	N	N	N	N	N	N	N	18-56 years	528
20-67 years	N	N	N	N	N	N	N	20-67 years	529
23-42 years	N	N	N	N	N	N	N	23-42 years	530
NULL	N	N	N	N	N	N	Y	null	531
Mean age = 30.7 years	N	N	N	N	N	N	Y	mean age = 30.7 years	532
38-56 years	N	N	N	N	N	N	N	38-56 years	533
NULL	N	N	N	N	N	N	Y	null	534
20-37 years	N	N	N	N	N	N	N	20-37 years	535
35-55 years	N	N	N	N	N	N	N	35-55 years	536
NULL	N	N	N	N	N	N	Y	null	537
7-10 weeks-old	N	N	N	N	N	N	N	7-10 weeks-old	538
6-9 months-old	N	N	N	N	N	N	N	6-9 months-old	539
NULL	N	N	N	N	N	N	Y	null	540
12-16 weeks	N	N	N	N	N	N	N	12-16 weeks	541
5 months-3 years	N	N	N	N	N	N	N	5 months-3 years	542
15-74 years	N	N	N	N	N	N	N	15-74 years	543
22-65 years	N	N	N	N	N	N	N	22-65 years	544
8-10 weeks old	N	N	N	N	N	N	N	8-10 weeks old	545
34-44 years	N	N	N	N	N	N	N	34-44 years	546
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	547
NULL	N	N	N	N	N	N	Y	null	548
young adult	N	N	N	N	N	N	N	young adult	549
6-10 week old	N	N	N	N	N	N	N	6-10 week old	550
12 weeks	N	N	N	N	N	N	N	12 weeks	551
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	552
6-9 months	N	N	N	N	N	N	N	6-9 months	553
6-10 week old	N	N	N	N	N	N	N	6-10 week old	554
NULL	N	N	N	N	N	N	Y	null	555
NULL	N	N	N	N	N	N	Y	null	556
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	557
NULL	N	N	N	N	N	N	Y	null	558
28-60 yrs	N	N	N	N	N	N	N	28-60 yrs	559
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	560
14-48 years	N	N	N	N	N	N	N	14-48 years	561
5-7 weeks	N	N	N	N	N	N	N	5-7 weeks	562
34-45 years	N	N	N	N	N	N	N	34-45 years	563
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	564
NULL	N	N	N	N	N	N	Y	null	565
6-10 weeks-old	N	N	N	N	N	N	N	6-10 weeks-old	566
2-4 months	N	N	N	N	N	N	N	2-4 months	567
12 months-old	N	N	N	N	N	N	N	12 months-old	568
40 years-old	N	N	N	N	N	N	N	40 years-old	569
10-28 weeks	N	N	N	N	N	N	N	10-28 weeks	570
8-10 wks.	N	N	N	N	N	N	N	8-10 wks.	571
8-10 wks.	N	N	N	N	N	N	N	8-10 wks.	572
7-9 weeks	N	N	N	N	N	N	N	7-9 weeks	573
5-6 weeks	N	N	N	N	N	N	N	5-6 weeks	574
50	N	N	N	N	N	N	N	50	575
2-35 years	N	N	N	N	N	N	N	2-35 years	576
7-37 years	N	N	N	N	N	N	N	7-37 years	577
5-8 weeks	N	N	N	N	N	N	N	5-8 weeks	578
41 years	N	N	N	N	N	N	N	41 years	579
52 years	N	N	N	N	N	N	N	52 years	580
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	581
28-79 years	N	N	N	N	N	N	N	28-79 years	582
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	583
41-55	N	N	N	N	N	N	N	41-55	584
8-20 weeks-old	N	N	N	N	N	N	N	8-20 weeks-old	585
NULL	N	N	N	N	N	N	Y	null	586
25-50 years	N	N	N	N	N	N	N	25-50 years	587
8-14 weeks	N	N	N	N	N	N	N	8-14 weeks	588
8-14 weeks	N	N	N	N	N	N	N	8-14 weeks	589
6-10 wk	N	N	N	N	N	N	N	6-10 wk	590
8-10 weeks-old	N	N	N	N	N	N	N	8-10 weeks-old	591
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	592
4-5 weeks old	N	N	N	N	N	N	N	4-5 weeks old	593
29 years	N	N	N	N	N	N	N	29 years	594
7-8 weeks-old	N	N	N	N	N	N	N	7-8 weeks-old	595
4-8 weeks	N	N	N	N	N	N	N	4-8 weeks	596
20-65	N	N	N	N	N	N	N	20-65	597
29-55 years	N	N	N	N	N	N	N	29-55 years	598
6-8 weeks old	N	N	N	N	N	N	N	6-8 weeks old	599
Not available	N	N	N	N	N	N	Y	not available	600
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	601
NULL	N	N	N	N	N	N	Y	null	602
16-84 years	N	N	N	N	N	N	N	16-84 years	603
50-64 years	N	N	N	N	N	N	N	50-64 years	604
28 years-old	N	N	N	N	N	N	N	28 years-old	605
29-37 years	N	N	N	N	N	N	N	29-37 years	606
18-48 years	N	N	N	N	N	N	N	18-48 years	607
4-8 weeks old	N	N	N	N	N	N	N	4-8 weeks old	608
27 years	N	N	N	N	N	N	N	27 years	609
6 months to 2 years	N	N	N	N	N	N	N	6 months to 2 years	610
4 weeks	N	N	N	N	N	N	N	4 weeks	611
8 weeks	N	N	N	N	N	N	N	8 weeks	612
5-8 weeks-old	N	N	N	N	N	N	N	5-8 weeks-old	613
NULL	N	N	N	N	N	N	Y	null	614
NULL	N	N	N	N	N	N	Y	null	615
32 years old	N	N	N	N	N	N	N	32 years old	616
18-33 months	N	N	N	N	N	N	N	18-33 months	617
6-10 weeks old	N	N	N	N	N	N	N	6-10 weeks old	618
8-years-old	N	N	N	N	N	N	N	8-years-old	619
14 years	N	N	N	N	N	N	N	14 years	620
10 to 17 days-old	N	N	N	N	N	N	N	10 to 17 days-old	621
NULL	N	N	N	N	N	N	Y	null	622
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	623
8 weeks	N	N	N	N	N	N	N	8 weeks	624
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	625
6-16 wk	N	N	N	N	N	N	N	6-16 wk	626
1 month	N	N	N	N	N	N	N	1 month	627
23-52 years	N	N	N	N	N	N	N	23-52 years	628
Sucking	N	N	N	N	N	N	Y	sucking	629
average 48 years	N	N	N	N	N	N	N	average 48 years	630
4-6 weeks old	N	N	N	N	N	N	N	4-6 weeks old	631
6 years	N	N	N	N	N	N	N	6 years	632
27-67 years	N	N	N	N	N	N	N	27-67 years	633
8-10 weeks	N	N	N	N	N	N	N	8-10 weeks	634
6-8 weeks old	N	N	N	N	N	N	N	6-8 weeks old	635
NULL	N	N	N	N	N	N	Y	null	636
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	637
12-15 months	N	N	N	N	N	N	N	12-15 months	638
10 days	N	N	N	N	N	N	N	10 days	639
32 years	N	N	N	N	N	N	N	32 years	640
6 to 10 wk	N	N	N	N	N	N	N	6 to 10 wk	641
NULL	N	N	N	N	N	N	Y	null	642
NULL	N	N	N	N	N	N	Y	null	643
8-12 weeks-old	N	N	N	N	N	N	N	8-12 weeks-old	644
8-12 weeks-old	N	N	N	N	N	N	N	8-12 weeks-old	645
6 to 8 weeks	N	N	N	N	N	N	N	6 to 8 weeks	646
4 weeks	N	N	N	N	N	N	N	4 weeks	647
NULL	N	N	N	N	N	N	Y	null	648
4-6 months	N	N	N	N	N	N	N	4-6 months	649
3-4 months-old	N	N	N	N	N	N	N	3-4 months-old	650
6 weeks or older	N	N	N	N	N	N	N	6 weeks or older	651
NULL	N	N	N	N	N	N	Y	null	652
1 year	N	N	N	N	N	N	N	1 year	653
10 weeks	N	N	N	N	N	N	N	10 weeks	654
20-50 years	N	N	N	N	N	N	N	20-50 years	655
NULL	N	N	N	N	N	N	Y	null	656
36 years	N	N	N	N	N	N	N	36 years	657
NULL	N	N	N	N	N	N	Y	null	658
12-18 years	N	N	N	N	N	N	N	12-18 years	659
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	660
6-18 weeks	N	N	N	N	N	N	N	6-18 weeks	661
NULL	N	N	N	N	N	N	Y	null	662
21-39 years	N	N	N	N	N	N	N	21-39 years	663
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	664
6-10 wk	N	N	N	N	N	N	N	6-10 wk	665
8-10 wk	N	N	N	N	N	N	N	8-10 wk	666
8 to 12 weeks	N	N	N	N	N	N	N	8 to 12 weeks	667
NULL	N	N	N	N	N	N	Y	null	668
4 weeks	N	N	N	N	N	N	N	4 weeks	669
6-12 weeks old	N	N	N	N	N	N	N	6-12 weeks old	670
28-58 years old	N	N	N	N	N	N	N	28-58 years old	671
4-8 weeks	N	N	N	N	N	N	N	4-8 weeks	672
NULL	N	N	N	N	N	N	Y	null	673
40-73 years old	N	N	N	N	N	N	N	40-73 years old	674
5-6 weeks	N	N	N	N	N	N	N	5-6 weeks	675
47 years	N	N	N	N	N	N	N	47 years	676
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	677
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	678
6 weeks or older	N	N	N	N	N	N	N	6 weeks or older	679
62-74 years	N	N	N	N	N	N	N	62-74 years	680
4-12 weeks-old	N	N	N	N	N	N	N	4-12 weeks-old	681
8-12 weeks old	N	N	N	N	N	N	N	8-12 weeks old	682
6 weeks	N	N	N	N	N	N	N	6 weeks	683
NULL	N	N	N	N	N	N	Y	null	684
6-7 wk	N	N	N	N	N	N	N	6-7 wk	685
37 yrs average	N	N	N	N	N	N	N	37 yrs average	686
4-5 weeks	N	N	N	N	N	N	N	4-5 weeks	687
6-8 wk.	N	N	N	N	N	N	N	6-8 wk.	688
3-6 weeks	N	N	N	N	N	N	N	3-6 weeks	689
5 to 19 weeks	N	N	N	N	N	N	N	5 to 19 weeks	690
6-weeks	N	N	N	N	N	N	N	6-weeks	691
22-108 months	N	N	N	N	N	N	N	22-108 months	692
6-10 wk	N	N	N	N	N	N	N	6-10 wk	693
NULL	N	N	N	N	N	N	Y	null	694
NULL	N	N	N	N	N	N	Y	null	695
23-54 years-old	N	N	N	N	N	N	N	23-54 years-old	696
20-23 years	N	N	N	N	N	N	N	20-23 years	697
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	698
21	N	N	N	N	N	N	N	21	699
8-10 weeks-old	N	N	N	N	N	N	N	8-10 weeks-old	700
child	N	N	N	N	N	N	N	child	701
NULL	N	N	N	N	N	N	Y	null	702
NULL	N	N	N	N	N	N	Y	null	703
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	704
46-74 years old	N	N	N	N	N	N	N	46-74 years old	705
16 years-old	N	N	N	N	N	N	N	16 years-old	706
10 days	N	N	N	N	N	N	N	10 days	707
6-8 week	N	N	N	N	N	N	N	6-8 week	708
4-8 weeks	N	N	N	N	N	N	N	4-8 weeks	709
14-24 weeks	N	N	N	N	N	N	N	14-24 weeks	710
6-18 weeks-old	N	N	N	N	N	N	N	6-18 weeks-old	711
10-17 days	N	N	N	N	N	N	N	10-17 days	712
NULL	N	N	N	N	N	N	Y	null	713
22 to 80 years	N	N	N	N	N	N	N	22 to 80 years	714
NULL	N	N	N	N	N	N	Y	null	715
8-10 wk	N	N	N	N	N	N	N	8-10 wk	716
7-10 weeks-old	N	N	N	N	N	N	N	7-10 weeks-old	717
20-65 years	N	N	N	N	N	N	N	20-65 years	718
5 to 8 weeks	N	N	N	N	N	N	N	5 to 8 weeks	719
37 yrs. Average	N	N	N	N	N	N	Y	37 yrs. average	720
8 weeks	N	N	N	N	N	N	N	8 weeks	721
19-29 years	N	N	N	N	N	N	N	19-29 years	722
8-12 week	N	N	N	N	N	N	N	8-12 week	723
1-13 years	N	N	N	N	N	N	N	1-13 years	724
36-47 years	N	N	N	N	N	N	N	36-47 years	725
4 weeks old	N	N	N	N	N	N	N	4 weeks old	726
4 to 6 weeks	N	N	N	N	N	N	N	4 to 6 weeks	727
NULL	N	N	N	N	N	N	Y	null	728
6-8 wk	N	N	N	N	N	N	N	6-8 wk	729
1 year	N	N	N	N	N	N	N	1 year	730
47.6	N	N	N	N	N	N	N	47.6	731
8-12 weeks old	N	N	N	N	N	N	N	8-12 weeks old	732
6-10 weeks-old	N	N	N	N	N	N	N	6-10 weeks-old	733
6-8-week-old	N	N	N	N	N	N	N	6-8-week-old	734
8 weeks	N	N	N	N	N	N	N	8 weeks	735
35-65 years	N	N	N	N	N	N	N	35-65 years	736
NULL	N	N	N	N	N	N	Y	null	737
22 to 64 years	N	N	N	N	N	N	N	22 to 64 years	738
6-16 weeks	N	N	N	N	N	N	N	6-16 weeks	739
9 to 12 weeks	N	N	N	N	N	N	N	9 to 12 weeks	740
24-45 years	N	N	N	N	N	N	N	24-45 years	741
8-10 weeks-old	N	N	N	N	N	N	N	8-10 weeks-old	742
mean age 54 years	N	N	N	N	N	N	N	mean age 54 years	743
50-76	N	N	N	N	N	N	N	50-76	744
3 months-old	N	N	N	N	N	N	N	3 months-old	745
9 weeks old	N	N	N	N	N	N	N	9 weeks old	746
45-66 years	N	N	N	N	N	N	N	45-66 years	747
8 weeks	N	N	N	N	N	N	N	8 weeks	748
8-12 wks	N	N	N	N	N	N	N	8-12 wks	749
NULL	N	N	N	N	N	N	Y	null	750
NULL	N	N	N	N	N	N	Y	null	751
7 to 9 weeks	N	N	N	N	N	N	N	7 to 9 weeks	752
33-67 years	N	N	N	N	N	N	N	33-67 years	753
12-16 weeks	N	N	N	N	N	N	N	12-16 weeks	754
6 to 12 weeks	N	N	N	N	N	N	N	6 to 12 weeks	755
NULL	N	N	N	N	N	N	Y	null	756
8 to 12-week-old	N	N	N	N	N	N	N	8 to 12-week-old	757
22-32 years	N	N	N	N	N	N	N	22-32 years	758
NULL	N	N	N	N	N	N	Y	null	759
1 year-old	N	N	N	N	N	N	N	1 year-old	760
8-34 years	N	N	N	N	N	N	N	8-34 years	761
4-6 weeks	N	N	N	N	N	N	N	4-6 weeks	762
NULL	N	N	N	N	N	N	Y	null	763
25 to 61 years	N	N	N	N	N	N	N	25 to 61 years	764
3 weeks	N	N	N	N	N	N	N	3 weeks	765
NULL	N	N	N	N	N	N	Y	null	766
43 years old	N	N	N	N	N	N	N	43 years old	767
31-80	N	N	N	N	N	N	N	31-80	768
6 wo	N	N	N	N	N	N	N	6 wo	769
31-37	N	N	N	N	N	N	N	31-37	770
1-52 years	N	N	N	N	N	N	N	1-52 years	771
Adults and children (ages 4.5-10.5 and 15-44)	N	N	N	N	N	N	Y	adults and children (ages 4.5-10.5 and 15-44)	772
8-12 wk	N	N	N	N	N	N	N	8-12 wk	773
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	774
Neonates	N	N	N	N	N	N	Y	neonates	775
>9 years	N	N	N	N	N	N	N	>9 years	776
At least 8 weeks old	N	N	N	N	N	N	Y	at least 8 weeks old	777
8-24 weeks old	N	N	N	N	N	N	N	8-24 weeks old	778
At birth	N	N	N	N	N	N	Y	at birth	779
Adult	N	N	N	N	N	N	Y	adult	780
21-84 years	N	N	N	N	N	N	N	21-84 years	781
6-8 weeks-old	N	N	N	N	N	N	N	6-8 weeks-old	782
12-14 weeks	N	N	N	N	N	N	N	12-14 weeks	783
8-25 years	N	N	N	N	N	N	N	8-25 years	784
19-39 years	N	N	N	N	N	N	N	19-39 years	785
NULL	N	N	N	N	N	N	Y	null	786
NULL	N	N	N	N	N	N	Y	null	787
6-10 weeks old	N	N	N	N	N	N	N	6-10 weeks old	788
65 years	N	N	N	N	N	N	N	65 years	789
6 to 10 weeks	N	N	N	N	N	N	N	6 to 10 weeks	790
8-24 weeks old	N	N	N	N	N	N	N	8-24 weeks old	791
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	792
47	N	N	N	N	N	N	N	47	793
8-10 weeks-old	N	N	N	N	N	N	N	8-10 weeks-old	794
NULL	N	N	N	N	N	N	Y	null	795
8-12 week	N	N	N	N	N	N	N	8-12 week	796
NULL	N	N	N	N	N	N	Y	null	797
66-88	N	N	N	N	N	N	N	66-88	798
34-35 years	N	N	N	N	N	N	N	34-35 years	799
34-41 years	N	N	N	N	N	N	N	34-41 years	800
53 years	N	N	N	N	N	N	N	53 years	801
4-5 weeks	N	N	N	N	N	N	N	4-5 weeks	802
6-16 wk	N	N	N	N	N	N	N	6-16 wk	803
8-24 weeks old	N	N	N	N	N	N	N	8-24 weeks old	804
>10 years	N	N	N	N	N	N	N	>10 years	805
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	806
5-6 weeks-old	N	N	N	N	N	N	N	5-6 weeks-old	807
6-10 wks	N	N	N	N	N	N	N	6-10 wks	808
5-10 years-old	N	N	N	N	N	N	N	5-10 years-old	809
4-15 years	N	N	N	N	N	N	N	4-15 years	810
19 to 91 years	N	N	N	N	N	N	N	19 to 91 years	811
NULL	N	N	N	N	N	N	Y	null	812
3-4 weeks	N	N	N	N	N	N	N	3-4 weeks	813
45-55 yrs	N	N	N	N	N	N	N	45-55 yrs	814
5-6 weeks	N	N	N	N	N	N	N	5-6 weeks	815
10 weeks	N	N	N	N	N	N	N	10 weeks	816
Mean: 30 years	N	N	N	N	N	N	Y	mean: 30 years	817
8-14 weeks	N	N	N	N	N	N	N	8-14 weeks	818
6-8 weeks old	N	N	N	N	N	N	N	6-8 weeks old	819
4 to 8 weeks	N	N	N	N	N	N	N	4 to 8 weeks	820
29 to 53 years	N	N	N	N	N	N	N	29 to 53 years	821
8-20 weeks-old	N	N	N	N	N	N	N	8-20 weeks-old	822
23-34 years	N	N	N	N	N	N	N	23-34 years	823
22 years	N	N	N	N	N	N	N	22 years	824
2-6 months	N	N	N	N	N	N	N	2-6 months	825
8-12 wk.	N	N	N	N	N	N	N	8-12 wk.	826
8-12 wk.	N	N	N	N	N	N	N	8-12 wk.	827
8 weeks	N	N	N	N	N	N	N	8 weeks	828
NULL	N	N	N	N	N	N	Y	null	829
22 weeks	N	N	N	N	N	N	N	22 weeks	830
7 weeks	N	N	N	N	N	N	N	7 weeks	831
NULL	N	N	N	N	N	N	Y	null	832
13-64 years	N	N	N	N	N	N	N	13-64 years	833
60-95 yrs	N	N	N	N	N	N	N	60-95 yrs	834
35 years	N	N	N	N	N	N	N	35 years	835
16-50 years-old	N	N	N	N	N	N	N	16-50 years-old	836
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	837
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	838
> 8 wk.	N	N	N	N	N	N	N	> 8 wk.	839
6-8 weeks old	N	N	N	N	N	N	N	6-8 weeks old	840
3 months	N	N	N	N	N	N	N	3 months	841
NULL	N	N	N	N	N	N	Y	null	842
6 weeks	N	N	N	N	N	N	N	6 weeks	843
average of 30.2 years	N	N	N	N	N	N	N	average of 30.2 years	844
4-5 weeks-old	N	N	N	N	N	N	N	4-5 weeks-old	845
23 to 55 years	N	N	N	N	N	N	N	23 to 55 years	846
6-7 weeks	N	N	N	N	N	N	N	6-7 weeks	847
8 week-old	N	N	N	N	N	N	N	8 week-old	848
8-12 weeks	N	N	N	N	N	N	N	8-12 weeks	849
8-12 wk	N	N	N	N	N	N	N	8-12 wk	850
> 8 wk.	N	N	N	N	N	N	N	> 8 wk.	851
NULL	N	N	N	N	N	N	Y	null	852
6-week-old	N	N	N	N	N	N	N	6-week-old	853
50-65 years	N	N	N	N	N	N	N	50-65 years	854
12 to 16 weeks	N	N	N	N	N	N	N	12 to 16 weeks	855
7 to 10 weeks	N	N	N	N	N	N	N	7 to 10 weeks	856
16 weeks	N	N	N	N	N	N	N	16 weeks	857
25-40 years	N	N	N	N	N	N	N	25-40 years	858
12-16 weeks	N	N	N	N	N	N	N	12-16 weeks	859
12-16 weeks	N	N	N	N	N	N	N	12-16 weeks	860
29 to 36 years	N	N	N	N	N	N	N	29 to 36 years	861
8 weeks	N	N	N	N	N	N	N	8 weeks	862
5 weeks	N	N	N	N	N	N	N	5 weeks	863
8 wk	N	N	N	N	N	N	N	8 wk	864
NULL	N	N	N	N	N	N	Y	null	865
8-12 weeks old	N	N	N	N	N	N	N	8-12 weeks old	866
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	867
8-12 weeks-old	N	N	N	N	N	N	N	8-12 weeks-old	868
21-46 years	N	N	N	N	N	N	N	21-46 years	869
8-13 weeks	N	N	N	N	N	N	N	8-13 weeks	870
8-10	N	N	N	N	N	N	N	8-10	871
20-45 years	N	N	N	N	N	N	N	20-45 years	872
18 to 40 years	N	N	N	N	N	N	N	18 to 40 years	873
8 week	N	N	N	N	N	N	N	8 week	874
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	875
8-24 weeks	N	N	N	N	N	N	N	8-24 weeks	876
NULL	N	N	N	N	N	N	Y	null	877
58 years	N	N	N	N	N	N	N	58 years	878
21-87 years	N	N	N	N	N	N	N	21-87 years	879
18-65  years	N	N	N	N	Y	N	N	18-65 years	880
25-38 years	N	N	N	N	N	N	N	25-38 years	881
8 week old	N	N	N	N	N	N	N	8 week old	882
23-32	N	N	N	N	N	N	N	23-32	883
8 to 10 weeks	N	N	N	N	N	N	N	8 to 10 weeks	884
3-5 weeks	N	N	N	N	N	N	N	3-5 weeks	885
21-62 years	N	N	N	N	N	N	N	21-62 years	886
4-8 weeks	N	N	N	N	N	N	N	4-8 weeks	887
8-9 weeks	N	N	N	N	N	N	N	8-9 weeks	888
7-8 weeks	N	N	N	N	N	N	N	7-8 weeks	889
9 weeks	N	N	N	N	N	N	N	9 weeks	890
NULL	N	N	N	N	N	N	Y	null	891
7 to 12 weeks	N	N	N	N	N	N	N	7 to 12 weeks	892
NULL	N	N	N	N	N	N	Y	null	893
9 weeks	N	N	N	N	N	N	N	9 weeks	894
22-59 years	N	N	N	N	N	N	N	22-59 years	895
8-12 weeks old	N	N	N	N	N	N	N	8-12 weeks old	896
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	897
23-66 years	N	N	N	N	N	N	N	23-66 years	898
29-67 years	N	N	N	N	N	N	N	29-67 years	899
8-12 weeks-old	N	N	N	N	N	N	N	8-12 weeks-old	900
7-17 years old	N	N	N	N	N	N	N	7-17 years old	901
8-78 years	N	N	N	N	N	N	N	8-78 years	902
NULL	N	N	N	N	N	N	Y	null	903
1 month	N	N	N	N	N	N	N	1 month	904
NULL	N	N	N	N	N	N	Y	null	905
6-7 weeks	N	N	N	N	N	N	N	6-7 weeks	906
NULL	N	N	N	N	N	N	Y	null	907
NULL	N	N	N	N	N	N	Y	null	908
NULL	N	N	N	N	N	N	Y	null	909
NULL	N	N	N	N	N	N	Y	null	910
NULL	N	N	N	N	N	N	Y	null	911
24-73 years	N	N	N	N	N	N	N	24-73 years	912
NULL	N	N	N	N	N	N	Y	null	913
22-36 years	N	N	N	N	N	N	N	22-36 years	914
6-12 weeks	N	N	N	N	N	N	N	6-12 weeks	915
34 years	N	N	N	N	N	N	N	34 years	916
45-72 years	N	N	N	N	N	N	N	45-72 years	917
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	918
8-20 weeks-old	N	N	N	N	N	N	N	8-20 weeks-old	919
~ 33 to 55 years	N	N	N	N	N	N	N	~ 33 to 55 years	920
42-67 years	N	N	N	N	N	N	N	42-67 years	921
50 yrs	N	N	N	N	N	N	N	50 yrs	922
NULL	N	N	N	N	N	N	Y	null	923
6-10 weeks old	N	N	N	N	N	N	N	6-10 weeks old	924
6-10 weeks	N	N	N	N	N	N	N	6-10 weeks	925
32-43 years	N	N	N	N	N	N	N	32-43 years	926
6-8 weeks	N	N	N	N	N	N	N	6-8 weeks	927
8-15 weeks	N	N	N	N	N	N	N	8-15 weeks	928
54 years old	N	N	N	N	N	N	N	54 years old	929
NULL	N	N	N	N	N	N	Y	null	930
8-16 weeks	N	N	N	N	N	N	N	8-16 weeks	931
50-73 years	N	N	N	N	N	N	N	50-73 years	932
7 weeks	N	N	N	N	N	N	N	7 weeks	933
52-62 years	N	N	N	N	N	N	N	52-62 years	934
42	N	N	N	N	N	N	N	42	935
23 years	N	N	N	N	N	N	N	23 years	936
23 and 61 years	N	N	N	N	N	N	N	23 and 61 years	937
10-36 years	N	N	N	N	N	N	N	10-36 years	938
20-56 years	N	N	N	N	N	N	N	20-56 years	939
31	N	N	N	N	N	N	N	31	940
31-42	N	N	N	N	N	N	N	31-42	941
11-62 years-old	N	N	N	N	N	N	N	11-62 years-old	942
57 to 75 years	N	N	N	N	N	N	N	57 to 75 years	943
